lemma,clue,source
épinière,Relative à la colonne vertébrale,bliss-authored
adoré,Aimé passionnément,bliss-authored
adoré,Chéri,bliss-authored
pont,Passage sur un cours d'eau,bliss-authored
pont,Plancher d'un navire,bliss-authored
abîme,Gouffre profond,bliss-authored
abîme,Précipice,bliss-authored
cime,Sommet d'un arbre,bliss-authored
cime,Point culminant,bliss-authored
geôle,Cellule de prison,bliss-authored
geôle,Cachot,bliss-authored
égal,Identique,bliss-authored
égal,"Sans dénivelé, uni",bliss-authored
ciné,Salle de projection (fam.),bliss-authored
ciné,Le septième art (fam.),bliss-authored
post,Message en ligne (anglicisme),bliss-authored
post,Préfixe signifiant après,bliss-authored
port,Abri pour navires,bliss-authored
port,Col de montagne,bliss-authored
pose,Position d'un modèle,bliss-authored
pose,Installation d'un objet,bliss-authored
cran,"Degré, échelon",bliss-authored
cran,"Courage, audace",bliss-authored
jeté,Pas de danse,bliss-authored
jeté,Lancé,bliss-authored
duel,Combat entre deux,bliss-authored
duel,Affrontement singulier,bliss-authored
beauté,Qualité de ce qui plaît,bliss-authored
beauté,"Charme, splendeur",bliss-authored
prêtre,Ministre du culte,bliss-authored
prêtre,Homme d'Église,bliss-authored
éclore,"S'ouvrir, pour une fleur",bliss-authored
éclore,Sortir de l'œuf,bliss-authored
shah,Souverain de Perse,bliss-authored
shah,Roi d'Iran,bliss-authored
réseau,Ensemble connecté,bliss-authored
réseau,Toile de relations,bliss-authored
rotin,Tige pour meubles,bliss-authored
rotin,Fibre de palmier,bliss-authored
ancre,Pièce qui fixe le navire,bliss-authored
ancre,Elle retient le bateau,bliss-authored
nage,Déplacement dans l'eau,bliss-authored
nage,Le crawl ou la brasse,bliss-authored
exilé,Chassé de son pays,bliss-authored
exilé,Banni,bliss-authored
abattre,Faire tomber,bliss-authored
abattre,Tuer un animal,bliss-authored
pinte,Mesure de bière,bliss-authored
pinte,Ancienne mesure de liquide,bliss-authored
ong,Association humanitaire (sigle),bliss-authored
ong,Organisation non gouvernementale,bliss-authored
romano,"Gitan, familièrement",bliss-authored
romano,Nomade (fam.),bliss-authored
ressentir,Éprouver une émotion,bliss-authored
ressentir,Percevoir une sensation,bliss-authored
réparer,Remettre en état,bliss-authored
réparer,Corriger un dommage,bliss-authored
livrer,Apporter à domicile,bliss-authored
livrer,Remettre une marchandise,bliss-authored
démêler,Séparer ce qui est emmêlé,bliss-authored
démêler,Débrouiller,bliss-authored
galet,Caillou poli,bliss-authored
galet,Pierre roulée par l'eau,bliss-authored
naos,Salle du temple grec,bliss-authored
naos,Sanctuaire antique,bliss-authored
entete,Partie supérieure d'un document,bliss-authored
entete,Fronton d'une lettre,bliss-authored
gent,"Espèce, engeance (vieux)",bliss-authored
gent,"Nation, race (mot ancien)",bliss-authored
nocif,Nuisible à la santé,bliss-authored
nocif,Toxique,bliss-authored
peste,Épidémie mortelle,bliss-authored
peste,Personne insupportable,bliss-authored
boue,Terre détrempée,bliss-authored
boue,Gadoue,bliss-authored
cave,Sous-sol de maison,bliss-authored
cave,Local à vins,bliss-authored
média,Moyen de communication,bliss-authored
média,"La presse, la TV",bliss-authored
carne,Viande dure,bliss-authored
carne,Mauvais cheval,bliss-authored
réverbérer,Renvoyer la lumière,bliss-authored
réverbérer,Réfléchir le son,bliss-authored
amasser,Accumuler,bliss-authored
amasser,Entasser,bliss-authored
venin,Poison de serpent,bliss-authored
venin,Substance toxique animale,bliss-authored
génie,Talent exceptionnel,bliss-authored
génie,Esprit d'un conte,bliss-authored
regret,Chagrin d'une perte,bliss-authored
regret,Remords,bliss-authored
deal,Accord (anglicisme),bliss-authored
deal,Marché conclu (mot anglais),bliss-authored
baise,Étreinte charnelle (vulg.),bliss-authored
baise,Acte sexuel (fam.),bliss-authored
prurit,Démangeaison,bliss-authored
prurit,Envie irrépressible,bliss-authored
sueur,Transpiration,bliss-authored
sueur,Eau du front à l'effort,bliss-authored
limiter,Restreindre,bliss-authored
limiter,Fixer une borne,bliss-authored
aurore,Lever du jour,bliss-authored
aurore,Aube,bliss-authored
dérive,Écart de trajectoire,bliss-authored
dérive,Aileron sous un bateau,bliss-authored
variété,Diversité,bliss-authored
variété,Genre de chansons populaires,bliss-authored
messe,Office religieux,bliss-authored
messe,Célébration catholique,bliss-authored
image,Représentation visuelle,bliss-authored
image,Illustration,bliss-authored
région,Division du territoire,bliss-authored
région,Contrée,bliss-authored
broyer,Écraser finement,bliss-authored
broyer,Réduire en poudre,bliss-authored
imago,Insecte adulte,bliss-authored
imago,Stade final de l'insecte,bliss-authored
énigme,Devinette,bliss-authored
énigme,Mystère à résoudre,bliss-authored
sida,Maladie immunitaire (sigle),bliss-authored
sida,Infection due au VIH,bliss-authored
hamac,Lit suspendu,bliss-authored
hamac,Toile pour la sieste,bliss-authored
phare,Tour à signaux lumineux,bliss-authored
phare,Feu de voiture,bliss-authored
numéro,Chiffre d'ordre,bliss-authored
numéro,Spectacle de cirque,bliss-authored
mûrir,Arriver à maturité,bliss-authored
mûrir,Réfléchir longuement,bliss-authored
yak,Bœuf du Tibet,bliss-authored
yak,Ruminant de l'Himalaya,bliss-authored
pièce,Salle d'une maison,bliss-authored
pièce,Œuvre de théâtre,bliss-authored
neutre,Ni acide ni basique,bliss-authored
neutre,Qui ne prend pas parti,bliss-authored
voter,Élire par bulletin,bliss-authored
voter,Se prononcer aux urnes,bliss-authored
croate,Habitant de Zagreb,bliss-authored
croate,Langue slave du sud,bliss-authored
péril,Danger grave,bliss-authored
péril,Risque menaçant,bliss-authored
salut,Marque de bienvenue,bliss-authored
salut,Fait d'être sauvé,bliss-authored
tiers,Troisième personne,bliss-authored
tiers,Partie sur trois,bliss-authored
psg,Club de football parisien,bliss-authored
psg,Champion de foot français,bliss-authored
amincir,Rendre plus mince,bliss-authored
amincir,Réduire l'épaisseur,bliss-authored
estimer,Évaluer approximativement,bliss-authored
estimer,Avoir du respect pour,bliss-authored
manioc,Racine tropicale comestible,bliss-authored
manioc,Plante à tubercule féculent,bliss-authored
saga,Récit épique scandinave,bliss-authored
saga,Longue histoire familiale,bliss-authored
ennemi,Adversaire,bliss-authored
ennemi,Personne hostile,bliss-authored
vaste,Très étendu,bliss-authored
vaste,Immense,bliss-authored
tune,"Argent, en argot",bliss-authored
tune,"Sou, familièrement",bliss-authored
mesurer,Prendre les dimensions,bliss-authored
mesurer,Évaluer une grandeur,bliss-authored
oiseau,Animal à plumes,bliss-authored
oiseau,Volatile,bliss-authored
halo,Cercle lumineux,bliss-authored
halo,Auréole autour de la Lune,bliss-authored
tracer,Dessiner un trait,bliss-authored
tracer,"Filer vite, en argot",bliss-authored
prière,Invocation religieuse,bliss-authored
prière,Demande instante,bliss-authored
pied,Extrémité de la jambe,bliss-authored
pied,Unité de mesure anglaise,bliss-authored
vidéo,Enregistrement d'images,bliss-authored
vidéo,Séquence filmée,bliss-authored
rallier,Regrouper des partisans,bliss-authored
rallier,Rejoindre un camp,bliss-authored
tirage,Nombre d'exemplaires,bliss-authored
tirage,Sélection au sort,bliss-authored
bénin,Sans gravité,bliss-authored
bénin,Peu dangereux,bliss-authored
tailler,Couper une haie,bliss-authored
tailler,Donner une forme,bliss-authored
pairie,Dignité de pair,bliss-authored
pairie,Titre de noblesse,bliss-authored
poire,Fruit à pépins,bliss-authored
poire,"Naïf, en argot",bliss-authored
roux,De couleur fauve,bliss-authored
roux,Mélange de beurre et de farine,bliss-authored
nuancer,Apporter des différences subtiles,bliss-authored
nuancer,Atténuer une opinion,bliss-authored
égard,"Considération, respect",bliss-authored
égard,Attention portée à autrui,bliss-authored
crêpe,Fine galette sucrée,bliss-authored
crêpe,Tissu noir de deuil,bliss-authored
étonner,Surprendre vivement,bliss-authored
étonner,Frapper de stupeur,bliss-authored
ravager,Dévaster,bliss-authored
ravager,Détruire entièrement,bliss-authored
induire,Amener à conclure,bliss-authored
induire,Pousser à une erreur,bliss-authored
briser,Casser en morceaux,bliss-authored
briser,Rompre brutalement,bliss-authored
ensuivre,"Résulter, découler",bliss-authored
ensuivre,Se produire après,bliss-authored
causer,Provoquer,bliss-authored
causer,Bavarder,bliss-authored
tutsi,Peuple du Rwanda,bliss-authored
tutsi,Ethnie d'Afrique centrale,bliss-authored
tenure,Terre concédée au Moyen Âge,bliss-authored
tenure,Mode de possession féodale,bliss-authored
tutti,"Tous ensemble, en musique",bliss-authored
tutti,Passage joué par tout l'orchestre,bliss-authored
zona,Éruption cutanée virale,bliss-authored
zona,"Maladie du nerf, douloureuse",bliss-authored
zone,Secteur délimité,bliss-authored
zone,Aire géographique,bliss-authored
mime,Artiste muet,bliss-authored
mime,Imitation par gestes,bliss-authored
herse,Grille défensive d'un château,bliss-authored
herse,Outil agricole à dents,bliss-authored
vomir,Rejeter par la bouche,bliss-authored
vomir,Rendre son repas,bliss-authored
utile,Qui sert à quelque chose,bliss-authored
utile,Profitable,bliss-authored
palier,Plateforme entre deux étages,bliss-authored
palier,Étape stable,bliss-authored
seing,Signature au bas d'un acte,bliss-authored
seing,Marque manuscrite d'authenticité,bliss-authored
natal,Où l'on est né,bliss-authored
natal,De la naissance,bliss-authored
réprimer,Contenir par la force,bliss-authored
réprimer,Étouffer une révolte,bliss-authored
leader,Chef de file,bliss-authored
leader,"Meneur, en tête",bliss-authored
idiot,Personne stupide,bliss-authored
idiot,Sot,bliss-authored
enfouir,Cacher sous terre,bliss-authored
enfouir,Enterrer,bliss-authored
mite,Petit papillon rongeur,bliss-authored
mite,Insecte qui troue les lainages,bliss-authored
trait,Ligne tracée,bliss-authored
trait,Caractéristique,bliss-authored
itinéraire,Parcours à suivre,bliss-authored
itinéraire,Chemin d'un voyage,bliss-authored
mage,Roi venu d'Orient,bliss-authored
mage,Savant magicien,bliss-authored
abriter,Mettre à couvert,bliss-authored
abriter,Protéger des intempéries,bliss-authored
leste,"Agile, vif",bliss-authored
leste,Preste,bliss-authored
durer,Se prolonger dans le temps,bliss-authored
durer,Persister,bliss-authored
présenter,Faire connaître,bliss-authored
présenter,Exposer au public,bliss-authored
croiser,Faire se rencontrer,bliss-authored
croiser,Passer à côté,bliss-authored
spinal,De la colonne vertébrale,bliss-authored
spinal,Relatif à l'épine dorsale,bliss-authored
trapu,Court et robuste,bliss-authored
trapu,"Massif, râblé",bliss-authored
inégal,Qui n'est pas régulier,bliss-authored
inégal,Différent en valeur,bliss-authored
repli,Recul stratégique,bliss-authored
repli,Pli sur soi-même,bliss-authored
mâle,Du sexe masculin,bliss-authored
mâle,Individu qui féconde,bliss-authored
trans,Préfixe signifiant à travers,bliss-authored
trans,"Au-delà, en préfixe",bliss-authored
créole,Langue née du contact colonial,bliss-authored
créole,Habitant des Antilles,bliss-authored
violer,Enfreindre une loi,bliss-authored
violer,Forcer une entrée,bliss-authored
orgie,Débauche collective,bliss-authored
orgie,Festin excessif,bliss-authored
priver,Ôter la jouissance,bliss-authored
priver,Empêcher de profiter,bliss-authored
base,Fondement,bliss-authored
base,Camp de départ,bliss-authored
brut,Non raffiné,bliss-authored
brut,"Avant déduction, en finance",bliss-authored
attarder,Rester trop longtemps,bliss-authored
attarder,Traîner en chemin,bliss-authored
abréger,Rendre plus court,bliss-authored
abréger,Écourter un texte,bliss-authored
entendre,Percevoir par l'oreille,bliss-authored
entendre,Comprendre,bliss-authored
opium,Drogue tirée du pavot,bliss-authored
opium,Narcotique stupéfiant,bliss-authored
mordre,Serrer avec les dents,bliss-authored
mordre,Entamer avec les crocs,bliss-authored
agha,Officier ottoman,bliss-authored
agha,Chef militaire turc,bliss-authored
causa,Provoqua,bliss-authored
causa,Occasionna jadis,bliss-authored
ricin,Plante à huile purgative,bliss-authored
ricin,Graine très toxique,bliss-authored
teneur,Proportion d'un composant,bliss-authored
teneur,Contenu d'un texte,bliss-authored
avenu,"Arrivé, survenu",bliss-authored
avenu,"Considéré comme nul, en droit",bliss-authored
bac,Diplôme de fin de lycée,bliss-authored
bac,Bateau qui traverse un fleuve,bliss-authored
inouï,Extraordinaire,bliss-authored
inouï,Jamais entendu,bliss-authored
privé,Non public,bliss-authored
privé,"Détective, familièrement",bliss-authored
audit,Contrôle des comptes,bliss-authored
audit,Examen d'une gestion,bliss-authored
tripler,Multiplier par trois,bliss-authored
tripler,Rendre trois fois plus grand,bliss-authored
métier,Profession,bliss-authored
métier,Machine à tisser,bliss-authored
retentir,Résonner fortement,bliss-authored
retentir,Se faire entendre au loin,bliss-authored
chaise,Siège à dossier,bliss-authored
chaise,Meuble pour s'asseoir,bliss-authored
protester,S'élever contre,bliss-authored
protester,Manifester son désaccord,bliss-authored
parade,Défilé militaire,bliss-authored
parade,Riposte en escrime,bliss-authored
bep,Diplôme professionnel,bliss-authored
bep,"Brevet d'études, en abrégé",bliss-authored
signaler,Attirer l'attention sur,bliss-authored
signaler,Faire remarquer,bliss-authored
larve,Insecte au premier stade,bliss-authored
larve,Ver avant métamorphose,bliss-authored
néant,Le rien absolu,bliss-authored
néant,Absence totale,bliss-authored
travée,Portion entre deux piliers,bliss-authored
travée,Rangée de sièges,bliss-authored
accepter,Donner son accord,bliss-authored
accepter,Recevoir volontiers,bliss-authored
archi,Préfixe intensif,bliss-authored
archi,"Extrêmement, en préfixe",bliss-authored
arche,Voûte d'un pont,bliss-authored
arche,Bateau de Noé,bliss-authored
caméra,Appareil de prise de vues,bliss-authored
caméra,Outil du cinéaste,bliss-authored
feutre,Chapeau de laine foulée,bliss-authored
feutre,Stylo à pointe large,bliss-authored
avenue,Large voie urbaine,bliss-authored
avenue,Allée bordée d'arbres,bliss-authored
pénétrer,Entrer dans,bliss-authored
pénétrer,S'enfoncer profondément,bliss-authored
délit,Infraction pénale,bliss-authored
délit,Faute punie par la loi,bliss-authored
apprêt,Enduit de préparation,bliss-authored
apprêt,Assaisonnement d'un plat,bliss-authored
meurtrir,Contusionner,bliss-authored
meurtrir,Blesser par un choc,bliss-authored
drame,Pièce théâtrale grave,bliss-authored
drame,Catastrophe,bliss-authored
émeute,Soulèvement populaire,bliss-authored
émeute,Révolte de foule,bliss-authored
guano,Engrais d'oiseaux marins,bliss-authored
guano,Fiente fertilisante,bliss-authored
corsaire,Marin pirate autorisé,bliss-authored
corsaire,Pantalon aux mollets,bliss-authored
semis,Terrain ensemencé,bliss-authored
semis,Petits motifs répétés,bliss-authored
décri,Discrédit,bliss-authored
décri,Perte de crédit public,bliss-authored
mensuel,Payé au mois,bliss-authored
mensuel,Revue paraissant chaque mois,bliss-authored
tibia,Grand os de la jambe,bliss-authored
tibia,Devant du bas de jambe,bliss-authored
parefeu,Dispositif anti-incendie,bliss-authored
parefeu,Barrière de sécurité réseau,bliss-authored
label,Signe de qualité,bliss-authored
label,Maison de disques,bliss-authored
suif,Graisse animale fondue,bliss-authored
suif,Graisse de bœuf,bliss-authored
grès,Roche sédimentaire,bliss-authored
grès,Poterie cuite,bliss-authored
présager,Annoncer,bliss-authored
présager,Laisser prévoir,bliss-authored
nuque,Arrière du cou,bliss-authored
nuque,Derrière de la tête,bliss-authored
plan,Représentation à plat,bliss-authored
plan,Projet établi,bliss-authored
toucher,Palper du doigt,bliss-authored
toucher,Percevoir une somme,bliss-authored
cotiser,Payer sa part,bliss-authored
cotiser,Verser une contribution,bliss-authored
maman,Mère affectueuse,bliss-authored
maman,Terme enfantin pour la mère,bliss-authored
foie,Organe filtrant,bliss-authored
foie,Glande de la digestion,bliss-authored
foin,Herbe fauchée séchée,bliss-authored
foin,"Tapage, scandale",bliss-authored
améliorer,Rendre meilleur,bliss-authored
améliorer,Perfectionner,bliss-authored
rassurer,Tranquilliser,bliss-authored
rassurer,Ôter la crainte,bliss-authored
étreindre,Serrer dans ses bras,bliss-authored
étreindre,Enlacer,bliss-authored
décès,Mort,bliss-authored
décès,Trépas,bliss-authored
dieu,Être suprême,bliss-authored
dieu,Divinité,bliss-authored
mille,Dix fois cent,bliss-authored
mille,Unité de distance marine,bliss-authored
rance,Beurre gâté,bliss-authored
rance,Au goût de vieille graisse,bliss-authored
intéresser,Éveiller la curiosité,bliss-authored
intéresser,Concerner,bliss-authored
génial,Formidable,bliss-authored
génial,Ingénieux,bliss-authored
verre,Récipient à boire,bliss-authored
verre,Matière transparente,bliss-authored
marais,Terrain marécageux,bliss-authored
marais,Zone d'eau stagnante,bliss-authored
piètre,Médiocre,bliss-authored
piètre,De peu de valeur,bliss-authored
viande,Chair comestible,bliss-authored
viande,Aliment carné,bliss-authored
quête,Recherche assidue,bliss-authored
quête,Collecte à l'église,bliss-authored
velu,Couvert de poils,bliss-authored
velu,Poilu,bliss-authored
place,Espace disponible,bliss-authored
place,Esplanade d'une ville,bliss-authored
aplomb,Assurance effrontée,bliss-authored
aplomb,Verticalité,bliss-authored
store,Rideau de fenêtre,bliss-authored
store,Protection contre le soleil,bliss-authored
chf,Monnaie suisse (code),bliss-authored
chf,Devise helvétique,bliss-authored
trafic,Circulation routière,bliss-authored
trafic,Commerce illicite,bliss-authored
brunir,Foncer une couleur,bliss-authored
brunir,Bronzer la peau,bliss-authored
océan,Vaste étendue d'eau,bliss-authored
océan,Mer immense,bliss-authored
aéronef,Appareil volant,bliss-authored
aéronef,Engin aérien,bliss-authored
cabinet,Salle de consultation,bliss-authored
cabinet,Ensemble des ministres,bliss-authored
smic,Salaire minimum,bliss-authored
smic,Revenu minimal légal,bliss-authored
avouer,Reconnaître,bliss-authored
avouer,Confesser,bliss-authored
zinc,Métal bleuâtre,bliss-authored
zinc,Comptoir de bistrot,bliss-authored
plaie,Blessure ouverte,bliss-authored
plaie,Coupure,bliss-authored
transe,État second,bliss-authored
transe,Extase mystique,bliss-authored
raya,Non-musulman sous l'Empire ottoman,bliss-authored
raya,Il biffa (passé simple),bliss-authored
carcan,Contrainte pesante,bliss-authored
carcan,Collier de fer punitif,bliss-authored
lancer,Jeter avec force,bliss-authored
lancer,Démarrer un produit,bliss-authored
cesse,"Répit, trêve",bliss-authored
cesse,Arrêt momentané,bliss-authored
coca,Arbuste des Andes,bliss-authored
coca,Feuille à mâcher andine,bliss-authored
visage,Figure,bliss-authored
visage,Face humaine,bliss-authored
achever,Terminer,bliss-authored
achever,Mener à sa fin,bliss-authored
coin,Angle,bliss-authored
coin,Endroit retiré,bliss-authored
noix,Fruit du noyer,bliss-authored
noix,Cerneau,bliss-authored
lice,Enclos de tournoi,bliss-authored
lice,Chienne de chasse,bliss-authored
évader,S'enfuir,bliss-authored
évader,S'échapper de prison,bliss-authored
évaporer,Transformer en vapeur,bliss-authored
évaporer,Se volatiliser,bliss-authored
cola,Noix stimulante d'Afrique,bliss-authored
cola,Arbre tropical africain,bliss-authored
orienter,Diriger,bliss-authored
orienter,Indiquer la direction,bliss-authored
heurt,Choc,bliss-authored
heurt,Collision,bliss-authored
assimiler,Absorber,bliss-authored
assimiler,Rendre semblable,bliss-authored
cône,Volume pointu,bliss-authored
cône,Fruit du sapin,bliss-authored
large,Vaste,bliss-authored
large,Haute mer,bliss-authored
aventurer,Risquer,bliss-authored
aventurer,S'exposer au hasard,bliss-authored
ajuster,Adapter précisément,bliss-authored
ajuster,Régler,bliss-authored
nord,Point cardinal,bliss-authored
nord,Direction de la boussole,bliss-authored
macro,Commande automatisée,bliss-authored
macro,Préfixe signifiant grand,bliss-authored
tenace,Obstiné,bliss-authored
tenace,Qui résiste,bliss-authored
tamis,Crible,bliss-authored
tamis,Passoire fine,bliss-authored
ictère,Jaunisse,bliss-authored
ictère,Coloration jaune de la peau,bliss-authored
sabot,Chaussure de bois,bliss-authored
sabot,Corne du cheval,bliss-authored
buée,Vapeur condensée,bliss-authored
buée,Voile sur une vitre,bliss-authored
avion,Appareil volant,bliss-authored
avion,Aéroplane,bliss-authored
doter,Pourvoir,bliss-authored
doter,Munir d'un équipement,bliss-authored
dg,Directeur général (sigle),bliss-authored
dg,Patron d'entreprise,bliss-authored
gnose,Connaissance mystique,bliss-authored
gnose,Doctrine ésotérique,bliss-authored
vérité,Ce qui est exact,bliss-authored
vérité,Réalité indéniable,bliss-authored
emparer,Se saisir,bliss-authored
emparer,Prendre de force,bliss-authored
choisir,Sélectionner,bliss-authored
choisir,Opter pour,bliss-authored
déclarer,Annoncer officiellement,bliss-authored
déclarer,Faire connaître,bliss-authored
peau,Enveloppe du corps,bliss-authored
peau,Épiderme,bliss-authored
gb,Sigle de la Grande-Bretagne,bliss-authored
gb,Gigaoctet en abrégé,bliss-authored
jetée,Digue portuaire,bliss-authored
jetée,Môle,bliss-authored
preux,Chevalier vaillant,bliss-authored
preux,Brave,bliss-authored
merle,Oiseau noir siffleur,bliss-authored
merle,Passereau au bec jaune,bliss-authored
béant,Grand ouvert,bliss-authored
béant,Ouvert largement,bliss-authored
représenter,Symboliser,bliss-authored
représenter,Figurer,bliss-authored
coudre,Assembler au fil,bliss-authored
coudre,Faire des points,bliss-authored
dorsal,Du dos,bliss-authored
dorsal,Relatif à l'échine,bliss-authored
pj,Police judiciaire (sigle),bliss-authored
pj,Pièce jointe d'un courriel,bliss-authored
église,Lieu de culte chrétien,bliss-authored
église,Édifice religieux,bliss-authored
banni,"Exclu, proscrit",bliss-authored
banni,Chassé de son pays,bliss-authored
ressaisir,Reprendre le contrôle de soi,bliss-authored
ressaisir,Retrouver son sang-froid,bliss-authored
enseigner,Transmettre un savoir,bliss-authored
enseigner,Instruire des élèves,bliss-authored
intro,Début d'un morceau,bliss-authored
intro,"Préambule, en bref",bliss-authored
inerte,Sans mouvement,bliss-authored
inerte,"Immobile, sans réaction",bliss-authored
rougir,Devenir écarlate,bliss-authored
rougir,Piquer un fard,bliss-authored
côtier,Du bord de mer,bliss-authored
côtier,Relatif au littoral,bliss-authored
écouter,Prêter l'oreille,bliss-authored
écouter,Tendre l'oreille,bliss-authored
scrutin,Vote électoral,bliss-authored
scrutin,Opération de vote,bliss-authored
lave,Roche volcanique en fusion,bliss-authored
lave,Elle sort du volcan,bliss-authored
aplanir,Rendre plat,bliss-authored
aplanir,Niveler une surface,bliss-authored
XV,Quinze en chiffres romains,bliss-authored
XV,L'équipe de France de rugby,bliss-authored
dessus,Partie supérieure,bliss-authored
dessus,Le contraire de dessous,bliss-authored
entourer,Cerner de tous côtés,bliss-authored
entourer,Mettre autour,bliss-authored
plèbe,Le bas peuple,bliss-authored
plèbe,La populace,bliss-authored
glass,"Verre, en anglais",bliss-authored
glass,"Un verre à boire, familièrement",bliss-authored
obus,Projectile d'artillerie,bliss-authored
obus,Munition de canon,bliss-authored
banal,Sans originalité,bliss-authored
banal,"Ordinaire, commun",bliss-authored
bébé,Nourrisson,bliss-authored
bébé,Tout-petit,bliss-authored
satin,Tissu lustré,bliss-authored
satin,Étoffe brillante et douce,bliss-authored
sport,Activité physique,bliss-authored
sport,Discipline athlétique,bliss-authored
vih,Virus du sida,bliss-authored
vih,"Rétrovirus, en sigle",bliss-authored
abaisser,Faire descendre,bliss-authored
abaisser,"Diminuer, réduire",bliss-authored
surnom,Nom familier,bliss-authored
surnom,Sobriquet,bliss-authored
repère,Point de référence,bliss-authored
repère,Marque pour s'orienter,bliss-authored
outil,Instrument de travail,bliss-authored
outil,Ustensile de bricolage,bliss-authored
pâtis,Terrain de pâture,bliss-authored
pâtis,Lande où paissent les bêtes,bliss-authored
définir,Donner le sens,bliss-authored
définir,Préciser une notion,bliss-authored
fixer,Attacher solidement,bliss-authored
fixer,Regarder intensément,bliss-authored
soit,Marque l'acceptation résignée,bliss-authored
soit,C'est-à-dire,bliss-authored
artisan,Travailleur manuel,bliss-authored
artisan,Homme de métier,bliss-authored
épargner,Mettre de côté,bliss-authored
épargner,Faire grâce à quelqu'un,bliss-authored
trot,Allure du cheval,bliss-authored
trot,Entre le pas et le galop,bliss-authored
attiédir,Rendre moins chaud,bliss-authored
attiédir,Refroidir un peu,bliss-authored
résonner,Retentir avec écho,bliss-authored
résonner,Faire écho,bliss-authored
arrière,"Défenseur, au football",bliss-authored
arrière,Vers le fond,bliss-authored
épanouir,Faire éclore,bliss-authored
épanouir,Rendre radieux,bliss-authored
génois,De la ville de Gênes,bliss-authored
génois,"Grande voile d'avant, en marine",bliss-authored
hôte,Celui qui reçoit,bliss-authored
hôte,Personne invitée,bliss-authored
encas,Repas léger,bliss-authored
encas,Collation improvisée,bliss-authored
nuage,Masse blanche dans le ciel,bliss-authored
nuage,Il annonce la pluie,bliss-authored
bleuir,Prendre une teinte azur,bliss-authored
bleuir,Virer au bleu de froid,bliss-authored
soul,Genre musical afro-américain (mot anglais),bliss-authored
soul,"Rassasié, ivre",bliss-authored
parole,Promesse donnée,bliss-authored
parole,Faculté de s'exprimer,bliss-authored
énumérer,Passer en revue,bliss-authored
énumérer,Citer un à un,bliss-authored
corse,De l'île de Beauté,bliss-authored
corse,Napoléon en était un,bliss-authored
bêta,Deuxième lettre grecque,bliss-authored
bêta,Un peu niais,bliss-authored
fanatiser,Exciter les passions,bliss-authored
fanatiser,Pousser à l'excès,bliss-authored
végéter,Vivre au ralenti,bliss-authored
végéter,Ne pas progresser,bliss-authored
répudier,"Rejeter, renier",bliss-authored
répudier,Chasser son épouse,bliss-authored
cornu,Muni d'appendices pointus,bliss-authored
cornu,Se dit du diable,bliss-authored
latin,Langue de Rome,bliss-authored
latin,Langue morte antique,bliss-authored
patte,Membre d'animal,bliss-authored
patte,"Jambe, familièrement",bliss-authored
mimer,Imiter par gestes,bliss-authored
mimer,Jouer une scène sans parler,bliss-authored
lacet,Cordon de chaussure,bliss-authored
lacet,Virage en épingle,bliss-authored
bêtise,"Sottise, maladresse",bliss-authored
bêtise,Bonbon de Cambrai,bliss-authored
talus,Terrain en pente,bliss-authored
talus,Pente de remblai,bliss-authored
dictée,Exercice d'orthographe,bliss-authored
dictée,On l'écrit sous la voix d'un autre,bliss-authored
fait,Événement réel,bliss-authored
fait,Action accomplie,bliss-authored
louer,Donner en location,bliss-authored
louer,Couvrir d'éloges,bliss-authored
jésus,Le Christ,bliss-authored
jésus,Gros saucisson lyonnais,bliss-authored
palpe,Tâte avec la main,bliss-authored
palpe,Examine au toucher,bliss-authored
veiller,Rester éveillé,bliss-authored
veiller,Prendre soin de quelqu'un,bliss-authored
artériel,Relatif aux vaisseaux du sang,bliss-authored
artériel,La tension l'est,bliss-authored
studio,Petit appartement,bliss-authored
studio,Salle d'enregistrement,bliss-authored
celte,Ancien habitant de la Gaule,bliss-authored
celte,Astérix en est un,bliss-authored
merde,"Excrément, vulgairement",bliss-authored
merde,Souhait de réussite au théâtre,bliss-authored
branle,"Oscillation, mouvement",bliss-authored
branle,Vieille danse populaire,bliss-authored
sauvé,Tiré d'affaire,bliss-authored
sauvé,Hors de danger,bliss-authored
amender,Modifier un texte de loi,bliss-authored
amender,"Corriger, améliorer",bliss-authored
retardé,Arrivé trop tard,bliss-authored
retardé,"Ralenti, différé",bliss-authored
fmi,Fonds monétaire international,bliss-authored
fmi,Institution financière mondiale (sigle),bliss-authored
visée,Objectif poursuivi,bliss-authored
visée,"Intention, dessein",bliss-authored
cinéma,Septième art,bliss-authored
cinéma,Salle obscure,bliss-authored
cornée,Membrane transparente de l'œil,bliss-authored
cornée,Partie antérieure du globe oculaire,bliss-authored
féerie,Spectacle merveilleux,bliss-authored
féerie,Monde enchanté,bliss-authored
fou,"Aliéné, dément",bliss-authored
fou,Pièce du jeu d'échecs,bliss-authored
honte,Sentiment de gêne,bliss-authored
honte,Déshonneur,bliss-authored
replier,Rabattre sur soi,bliss-authored
replier,Battre en retraite,bliss-authored
axial,Qui suit la ligne médiane,bliss-authored
axial,"Central, dans le prolongement",bliss-authored
simuler,"Feindre, faire semblant",bliss-authored
simuler,Imiter artificiellement,bliss-authored
exact,"Juste, précis",bliss-authored
exact,Sans erreur,bliss-authored
alarmer,Inquiéter vivement,bliss-authored
alarmer,Donner l'éveil,bliss-authored
