lemma_a,lemma_b
TIRAGE,TIRER
TIRAILLEMENT,TIRAILLER
TIRE,TIRER
TIRER,TIRET
TISSAGE,TISSER
TOILE,TOILETTE
TOLERANCE,TOLERER
TON,TONAL
TONIQUE,TONUS
TOPOGRAPHIE,TOPOGRAPHIQUE
TORRENT,TORRENTIEL
TOTALISANT,TOTALISER
TOTALITAIRE,TOTALITARISME
TOTALITAIRE,TOTALITE
TOUCHE,TOUCHER
TOUR,TOURNER
TOURMENT,TOURMENTER
TOURMENTE,TOURMENTER
TOURNAGE,TOURNER
TOURNOI,TOURNOYER
TOXICITE,TOXIQUE
TRACE,TRACER
TRADITION,TRADITIONNEL
TRADITIONALISME,TRADITIONALISTE
TRADUCTEUR,TRADUCTION
TRADUCTEUR,TRADUIRE
TRADUCTION,TRADUIRE
TRAFIC,TRAFIQUER
TRAINE,TRAINER
TRAINEE,TRAINER
TRAIRE,TRAIT
TRAITE,TRAITER
TRAITEMENT,TRAITER
TRANCHE,TRANCHER
TRANCHEE,TRANCHER
TRANQUILLE,TRANQUILLISER
TRANQUILLE,TRANQUILLITE
TRANSACTION,TRANSACTIONNEL
TRANSACTION,TRANSIGER
TRANSCENDANCE,TRANSCENDER
TRANSCENDANT,TRANSCENDER
TRANSCRIPTION,TRANSCRIRE
TRANSFERER,TRANSFERT
TRANSFORMATEUR,TRANSFORMATION
TRANSGRESSER,TRANSGRESSION
TRANSHUMANCE,TRANSHUMER
TRANSIT,TRANSITER
TRANSITER,TRANSITION
TRANSITION,TRANSITOIRE
TRANSMETTEUR,TRANSMETTRE
TRANSMETTRE,TRANSMISSION
TRANSPARAITRE,TRANSPARENCE
TRANSPIRATION,TRANSPIRER
TRANSPLANTATION,TRANSPLANTER
TRANSPORTABLE,TRANSPORTER
TRANSPORTATION,TRANSPORTER
TRANSPORTATION,TRANSPORTEUR
TRANSPORTER,TRANSPORTEUR
TRANSPOSER,TRANSPOSITION
TRAUMATIQUE,TRAUMATISME
TRAVAIL,TRAVAILLER
TRAVAIL,TRAVAILLISTE
TRAVAILLER,TRAVAILLEUR
TRAVERSEE,TRAVERSER
TRAVESTIR,TRAVESTISSEMENT
TREMBLE,TREMBLER
TREMBLEMENT,TREMBLER
TREMPE,TREMPER
TRESSAILLEMENT,TRESSAILLIR
TRI,TRIER
TRIANGLE,TRIANGULAIRE
TRIGONOMETRIE,TRIGONOMETRIQUE
TRIOMPHAL,TRIOMPHE
TRIOMPHANT,TRIOMPHER
TRIOMPHATEUR,TRIOMPHER
TRIOMPHE,TRIOMPHER
TRIPLE,TRIPLER
TROMPE,TROMPETTE
TROMPER,TROMPERIE
TROMPER,TROMPEUR
TROUVAILLE,TROUVER
TUBE,TUBULAIRE
TUBERCULE,TUBERCULEUX
TUER,TUEUR
TUMULTE,TUMULTUEUX
TYPE,TYPIQUE
TYPOGRAPHIE,TYPOGRAPHIQUE
TYPOLOGIE,TYPOLOGIQUE
TYRAN,TYRANNIE
TYRAN,TYRANNIQUE
TYRANNIE,TYRANNIQUE
ULTRAMONTAIN,ULTRAMONTANISME
UN,UNIEME
UN,UNIFIER
UN,UNIQUE
UN,UNIR
UNICITE,UNIQUE
UNIFICATEUR,UNIFICATION
UNIFICATEUR,UNIFIER
UNIFICATION,UNIFIER
UNIFIER,UNIQUE
UNIFORME,UNIFORMISER
UNIFORME,UNIFORMITE
UNIFORMISATION,UNIFORMISER
UNILATERAL,UNILATERALITE
UNION,UNIR
UNIVERS,UNIVERSEL
UNIVERSALISME,UNIVERSEL
UNIVERSALISTE,UNIVERSEL
UNIVERSALITE,UNIVERSEL
UNIVERSITAIRE,UNIVERSITE
URBAIN,URBANISME
URINAIRE,URINE
URINE,URINER
USAGE,USAGER
USAGE,USER
USER,USURE
USUFRUIT,USUFRUITIER
USURPATEUR,USURPATION
USURPATEUR,USURPER
USURPATION,USURPER
UTERIN,UTERUS
UTILE,UTILISER
UTILE,UTILITE
UTILISATEUR,UTILISATION
UTILISATEUR,UTILISER
UTILISATION,UTILISER
UTILITAIRE,UTILITE
VAIN,VANITE
VAINCRE,VAINCU
VALABLE,VALOIR
VALEUR,VALEUREUX
VALEUR,VALORISER
VALIDATION,VALIDER
VALIDE,VALIDER
VALORISATION,VALORISER
VARIATION,VARIER
VECTEUR,VECTORIEL
VECU,VIVRE
VEGETATIF,VEGETER
VEHICULAIRE,VEHICULE
VEHICULE,VEHICULER
VEILLE,VEILLER
VEINE,VENAL
VENAL,VENALITE
VENDEUR,VENDRE
VENDRE,VENDU
VENGEANCE,VENGER
VENTILATEUR,VENTILATION
VENTRICULAIRE,VENTRICULE
VERIFICATEUR,VERIFICATION
VERIFICATEUR,VERIFIER
VERIFICATION,VERIFIER
VERITABLE,VERITE
VERTICAL,VERTICALITE
VESTIBULAIRE,VESTIBULE
VETEMENT,VETIR
VIABILITE,VIABLE
VIABLE,VIE
VIBRATION,VIBRATIONNEL
VICE,VICIEUX
VIDE,VIDER
VIE,VIVRE
VIEILLESSE,VIEUX
VIEILLIR,VIEILLISSANT
VIEILLIR,VIEILLISSEMENT
VIGNE,VIGNETTE
VIGOUREUX,VIGUEUR
VIOL,VIOLER
VIOLATION,VIOLER
VIOLENCE,VIOLENTER
VIRAGE,VIREMENT
VIRAGE,VIRER
VIRE,VIRER
VIREE,VIRER
VIREMENT,VIRER
VIRIL,VIRILITE
VIRTUALITE,VIRTUEL
VISA,VISER
VISEE,VISER
VISION,VISIONNAIRE
VISION,VOIR
VISITE,VISITER
VISITER,VISITEUR
VISUALISATION,VISUALISER
VITAL,VITALITE
VITE,VITESSE
VITUPERATION,VITUPERER
VOCABLE,VOCABULAIRE
VOCATION,VOUER
VOILE,VOILER
VOIR,VU
VOIR,VUE
VOISINAGE,VOISINER
VOL,VOLER
VOLANT,VOLER
VOLATIL,VOLATILITE
VOLEE,VOLER
VOLER,VOLET
VOLER,VOLEUR
VOLUME,VOLUMINEUX
VOLUPTE,VOLUPTUEUX
VOMIR,VOMISSEMENT
VOTE,VOTER
VOYAGE,VOYAGER
VOYAGER,VOYAGEUR
VULGAIRE,VULGARISER
VULGAIRE,VULGARITE
VULGARISATEUR,VULGARISATION
VULGARISATEUR,VULGARISER
VULGARISATION,VULGARISER
VULNERABILITE,VULNERABLE
ZOOLOGIE,ZOOLOGIQUE
ŒSOPHAGE,ŒSOPHAGIEN
